day month date time zone year running_jobs 
Thu Oct 26 01:45:01 CDT 2017 1817
Thu Oct 26 02:00:01 CDT 2017 1806
Thu Oct 26 02:15:01 CDT 2017 1796
Thu Oct 26 02:30:01 CDT 2017 1789
Thu Oct 26 02:45:01 CDT 2017 1772
Thu Oct 26 03:00:01 CDT 2017 1754
Thu Oct 26 03:15:01 CDT 2017 1719
Thu Oct 26 03:30:01 CDT 2017 1685
Thu Oct 26 03:45:01 CDT 2017 1626
Thu Oct 26 04:00:01 CDT 2017 1590
Thu Oct 26 04:15:01 CDT 2017 1555
Thu Oct 26 04:30:01 CDT 2017 1533
Thu Oct 26 04:45:01 CDT 2017 1513
Thu Oct 26 05:00:01 CDT 2017 1504
Thu Oct 26 05:15:01 CDT 2017 1489
Thu Oct 26 05:30:01 CDT 2017 1475
Thu Oct 26 05:45:01 CDT 2017 1461
Thu Oct 26 06:00:01 CDT 2017 1456
Thu Oct 26 06:15:01 CDT 2017 1450
Thu Oct 26 06:30:01 CDT 2017 1424
Thu Oct 26 06:45:01 CDT 2017 1403
Thu Oct 26 07:00:01 CDT 2017 1388
Thu Oct 26 07:15:01 CDT 2017 1366
Thu Oct 26 07:30:01 CDT 2017 1353
Thu Oct 26 07:45:01 CDT 2017 1325
Thu Oct 26 08:00:01 CDT 2017 1301
Thu Oct 26 08:15:01 CDT 2017 1281
Thu Oct 26 08:30:01 CDT 2017 1255
Thu Oct 26 08:45:01 CDT 2017 1263
Thu Oct 26 09:00:01 CDT 2017 1229
Thu Oct 26 09:15:01 CDT 2017 1259
Thu Oct 26 09:30:01 CDT 2017 1434
Thu Oct 26 09:45:01 CDT 2017 1380
Thu Oct 26 10:00:01 CDT 2017 1466
Thu Oct 26 10:15:01 CDT 2017 1411
Thu Oct 26 10:30:01 CDT 2017 1407
Thu Oct 26 10:45:01 CDT 2017 1395
Thu Oct 26 11:00:01 CDT 2017 1393
Thu Oct 26 11:15:01 CDT 2017 1410
Thu Oct 26 11:30:01 CDT 2017 1353
Thu Oct 26 11:45:01 CDT 2017 1457
Thu Oct 26 12:00:01 CDT 2017 1445
Thu Oct 26 12:15:01 CDT 2017 1423
Thu Oct 26 12:30:01 CDT 2017 1428
Thu Oct 26 12:45:01 CDT 2017 1406
Thu Oct 26 13:00:01 CDT 2017 1318
Thu Oct 26 13:15:01 CDT 2017 1265
Thu Oct 26 13:30:01 CDT 2017 1260
Thu Oct 26 13:45:01 CDT 2017 1340
Thu Oct 26 14:00:01 CDT 2017 1256
Thu Oct 26 14:15:01 CDT 2017 1219
Thu Oct 26 14:30:01 CDT 2017 1211
Thu Oct 26 14:45:01 CDT 2017 1206
Thu Oct 26 15:00:01 CDT 2017 1238
Thu Oct 26 15:15:01 CDT 2017 1346
Thu Oct 26 15:30:01 CDT 2017 1403
Thu Oct 26 15:45:01 CDT 2017 1398
Thu Oct 26 16:00:01 CDT 2017 1297
Thu Oct 26 16:15:01 CDT 2017 1239
Thu Oct 26 16:30:01 CDT 2017 1216
Thu Oct 26 16:45:01 CDT 2017 1185
Thu Oct 26 17:00:01 CDT 2017 1129
Thu Oct 26 17:15:01 CDT 2017 1117
Thu Oct 26 17:30:01 CDT 2017 1119
Thu Oct 26 17:45:01 CDT 2017 1159
Thu Oct 26 18:00:01 CDT 2017 1156
Thu Oct 26 18:15:01 CDT 2017 1142
Thu Oct 26 18:30:01 CDT 2017 1152
Thu Oct 26 18:45:01 CDT 2017 1200
Thu Oct 26 19:00:01 CDT 2017 1214
Thu Oct 26 19:15:01 CDT 2017 1200
Thu Oct 26 19:30:03 CDT 2017 1165
Thu Oct 26 19:45:01 CDT 2017 1153
Thu Oct 26 20:00:01 CDT 2017 1113
Thu Oct 26 20:15:01 CDT 2017 1107
Thu Oct 26 20:30:01 CDT 2017 1139
Thu Oct 26 20:45:01 CDT 2017 1077
Thu Oct 26 21:00:01 CDT 2017 1031
Thu Oct 26 21:15:01 CDT 2017 996
Thu Oct 26 21:30:01 CDT 2017 954
Thu Oct 26 21:45:01 CDT 2017 953
Thu Oct 26 22:00:01 CDT 2017 1029
Thu Oct 26 22:15:01 CDT 2017 1163
Thu Oct 26 22:30:01 CDT 2017 1271
Thu Oct 26 22:45:01 CDT 2017 1239
Thu Oct 26 23:00:01 CDT 2017 1288
Thu Oct 26 23:15:01 CDT 2017 1293
Thu Oct 26 23:30:01 CDT 2017 1232
Thu Oct 26 23:45:01 CDT 2017 1215
Fri Oct 27 00:00:01 CDT 2017 1191
Fri Oct 27 00:15:01 CDT 2017 1212
Fri Oct 27 00:30:01 CDT 2017 1219
Fri Oct 27 00:45:01 CDT 2017 1197
Fri Oct 27 01:00:01 CDT 2017 1192
Fri Oct 27 01:15:01 CDT 2017 1172
Fri Oct 27 01:30:01 CDT 2017 1151
Fri Oct 27 01:45:01 CDT 2017 1115
Fri Oct 27 02:00:01 CDT 2017 1107
Fri Oct 27 02:15:01 CDT 2017 1083
Fri Oct 27 02:30:01 CDT 2017 1086
Fri Oct 27 02:45:01 CDT 2017 927
Fri Oct 27 03:00:01 CDT 2017 883
Fri Oct 27 03:15:01 CDT 2017 879
Fri Oct 27 03:30:01 CDT 2017 858
Fri Oct 27 03:45:01 CDT 2017 838
Fri Oct 27 04:00:01 CDT 2017 829
Fri Oct 27 04:15:01 CDT 2017 817
Fri Oct 27 04:30:01 CDT 2017 802
Fri Oct 27 04:45:01 CDT 2017 794
Fri Oct 27 05:00:01 CDT 2017 779
Fri Oct 27 05:15:01 CDT 2017 753
Fri Oct 27 05:30:02 CDT 2017 767
Fri Oct 27 05:45:01 CDT 2017 752
Fri Oct 27 06:00:01 CDT 2017 747
Fri Oct 27 06:15:01 CDT 2017 737
Fri Oct 27 06:30:01 CDT 2017 721
Fri Oct 27 06:45:01 CDT 2017 706
Fri Oct 27 07:00:01 CDT 2017 695
Fri Oct 27 07:15:01 CDT 2017 683
Fri Oct 27 07:30:01 CDT 2017 658
Fri Oct 27 07:45:02 CDT 2017 626
Fri Oct 27 08:00:01 CDT 2017 607
Fri Oct 27 08:15:01 CDT 2017 615
Fri Oct 27 08:30:01 CDT 2017 587
Fri Oct 27 08:45:01 CDT 2017 578
Fri Oct 27 09:00:01 CDT 2017 574
Fri Oct 27 09:15:01 CDT 2017 572
Fri Oct 27 09:30:01 CDT 2017 783
Fri Oct 27 09:45:01 CDT 2017 872
Fri Oct 27 10:00:01 CDT 2017 811
Fri Oct 27 10:15:01 CDT 2017 797
Fri Oct 27 10:30:01 CDT 2017 764
Fri Oct 27 10:45:01 CDT 2017 828
Fri Oct 27 11:00:01 CDT 2017 815
Fri Oct 27 11:15:01 CDT 2017 873
Fri Oct 27 11:30:01 CDT 2017 890
Fri Oct 27 11:45:02 CDT 2017 1178
Fri Oct 27 12:00:02 CDT 2017 1371
Fri Oct 27 12:15:01 CDT 2017 1369
Fri Oct 27 12:30:01 CDT 2017 1386
Fri Oct 27 12:45:01 CDT 2017 1445
Fri Oct 27 13:00:01 CDT 2017 1318
Fri Oct 27 13:15:01 CDT 2017 1395
Fri Oct 27 13:30:01 CDT 2017 1443
Fri Oct 27 13:45:01 CDT 2017 1576
Fri Oct 27 14:00:01 CDT 2017 1664
Fri Oct 27 14:15:01 CDT 2017 1699
Fri Oct 27 14:30:01 CDT 2017 1591
Fri Oct 27 14:45:01 CDT 2017 1551
Fri Oct 27 15:00:01 CDT 2017 1527
Fri Oct 27 15:15:01 CDT 2017 1560
Fri Oct 27 15:30:01 CDT 2017 1460
Fri Oct 27 15:45:01 CDT 2017 1527
Fri Oct 27 16:00:01 CDT 2017 1518
Fri Oct 27 16:15:01 CDT 2017 1439
Fri Oct 27 16:30:01 CDT 2017 1317
Fri Oct 27 16:45:01 CDT 2017 1308
Fri Oct 27 17:00:01 CDT 2017 1299
Fri Oct 27 17:15:01 CDT 2017 1319
Fri Oct 27 17:30:01 CDT 2017 1335
Fri Oct 27 17:45:01 CDT 2017 1370
Fri Oct 27 18:00:01 CDT 2017 1429
Fri Oct 27 18:15:01 CDT 2017 1380
Fri Oct 27 18:30:01 CDT 2017 1310
Fri Oct 27 18:45:01 CDT 2017 1289
Fri Oct 27 19:00:01 CDT 2017 1446
Fri Oct 27 19:15:01 CDT 2017 1480
Fri Oct 27 19:30:01 CDT 2017 1318
Fri Oct 27 19:45:01 CDT 2017 1316
Fri Oct 27 20:00:01 CDT 2017 1327
Fri Oct 27 20:15:01 CDT 2017 1304
Fri Oct 27 20:30:01 CDT 2017 1227
Fri Oct 27 20:45:01 CDT 2017 1228
Fri Oct 27 21:00:01 CDT 2017 1240
Fri Oct 27 21:15:01 CDT 2017 1289
Fri Oct 27 21:30:01 CDT 2017 1248
Fri Oct 27 21:45:01 CDT 2017 1210
Fri Oct 27 22:00:01 CDT 2017 1291
Fri Oct 27 22:15:01 CDT 2017 1363
Fri Oct 27 22:30:01 CDT 2017 1317
Fri Oct 27 22:45:01 CDT 2017 1280
Fri Oct 27 23:00:01 CDT 2017 1252
Fri Oct 27 23:15:01 CDT 2017 1241
Fri Oct 27 23:30:01 CDT 2017 1243
Fri Oct 27 23:45:01 CDT 2017 1234
Sat Oct 28 00:00:01 CDT 2017 1228
Sat Oct 28 00:15:01 CDT 2017 1215
Sat Oct 28 00:30:01 CDT 2017 1247
Sat Oct 28 00:45:01 CDT 2017 1220
Sat Oct 28 01:00:01 CDT 2017 1215
Sat Oct 28 01:15:01 CDT 2017 1214
Sat Oct 28 01:30:01 CDT 2017 1211
Sat Oct 28 01:45:01 CDT 2017 1206
Sat Oct 28 02:00:01 CDT 2017 1204
Sat Oct 28 02:15:01 CDT 2017 1197
Sat Oct 28 02:30:01 CDT 2017 1197
Sat Oct 28 02:45:01 CDT 2017 1184
Sat Oct 28 03:00:01 CDT 2017 1184
Sat Oct 28 03:15:01 CDT 2017 1181
Sat Oct 28 03:30:01 CDT 2017 1177
Sat Oct 28 03:45:01 CDT 2017 1174
Sat Oct 28 04:00:01 CDT 2017 1169
Sat Oct 28 04:15:01 CDT 2017 1166
Sat Oct 28 04:30:01 CDT 2017 1164
Sat Oct 28 04:45:01 CDT 2017 1155
Sat Oct 28 05:00:01 CDT 2017 1136
Sat Oct 28 05:15:01 CDT 2017 1120
Sat Oct 28 05:30:01 CDT 2017 1101
Sat Oct 28 05:45:01 CDT 2017 1072
Sat Oct 28 06:00:01 CDT 2017 1028
Sat Oct 28 06:15:01 CDT 2017 994
Sat Oct 28 06:30:01 CDT 2017 957
Sat Oct 28 06:45:01 CDT 2017 909
Sat Oct 28 07:00:01 CDT 2017 855
Sat Oct 28 07:15:01 CDT 2017 808
Sat Oct 28 07:30:01 CDT 2017 773
Sat Oct 28 07:45:01 CDT 2017 738
Sat Oct 28 08:00:01 CDT 2017 708
Sat Oct 28 08:15:01 CDT 2017 690
Sat Oct 28 08:30:01 CDT 2017 663
Sat Oct 28 08:45:01 CDT 2017 655
Sat Oct 28 09:00:01 CDT 2017 645
Sat Oct 28 09:15:01 CDT 2017 636
Sat Oct 28 09:30:01 CDT 2017 628
Sat Oct 28 09:45:01 CDT 2017 627
Sat Oct 28 10:00:01 CDT 2017 627
Sat Oct 28 10:15:01 CDT 2017 626
Sat Oct 28 10:30:01 CDT 2017 624
Sat Oct 28 10:45:01 CDT 2017 622
Sat Oct 28 11:00:01 CDT 2017 617
Sat Oct 28 11:15:01 CDT 2017 617
Sat Oct 28 11:30:01 CDT 2017 615
Sat Oct 28 11:45:01 CDT 2017 615
Sat Oct 28 12:00:01 CDT 2017 613
Sat Oct 28 12:15:01 CDT 2017 610
Sat Oct 28 12:30:01 CDT 2017 610
Sat Oct 28 12:45:01 CDT 2017 605
Sat Oct 28 13:00:01 CDT 2017 604
Sat Oct 28 13:15:01 CDT 2017 604
Sat Oct 28 13:30:01 CDT 2017 599
Sat Oct 28 13:45:01 CDT 2017 591
Sat Oct 28 14:00:01 CDT 2017 591
Sat Oct 28 14:15:01 CDT 2017 587
Sat Oct 28 14:30:01 CDT 2017 583
Sat Oct 28 14:45:01 CDT 2017 575
Sat Oct 28 15:00:01 CDT 2017 558
Sat Oct 28 15:15:01 CDT 2017 556
Sat Oct 28 15:30:01 CDT 2017 553
Sat Oct 28 15:45:01 CDT 2017 552
Sat Oct 28 16:00:01 CDT 2017 552
Sat Oct 28 16:15:01 CDT 2017 552
Sat Oct 28 16:30:01 CDT 2017 551
Sat Oct 28 16:45:01 CDT 2017 551
Sat Oct 28 17:00:01 CDT 2017 514
Sat Oct 28 17:15:01 CDT 2017 512
Sat Oct 28 17:30:01 CDT 2017 506
Sat Oct 28 17:45:14 CDT 2017 495
Sat Oct 28 18:00:01 CDT 2017 489
Sat Oct 28 18:15:01 CDT 2017 481
Sat Oct 28 18:30:01 CDT 2017 472
Sat Oct 28 18:45:01 CDT 2017 459
Sat Oct 28 19:00:01 CDT 2017 450
Sat Oct 28 19:15:01 CDT 2017 441
Sat Oct 28 19:30:01 CDT 2017 436
Sat Oct 28 19:45:01 CDT 2017 430
Sat Oct 28 20:00:01 CDT 2017 443
Sat Oct 28 20:15:01 CDT 2017 520
Sat Oct 28 20:30:01 CDT 2017 502
Sat Oct 28 20:45:01 CDT 2017 614
Sat Oct 28 21:00:01 CDT 2017 484
Sat Oct 28 21:15:01 CDT 2017 481
Sat Oct 28 21:30:01 CDT 2017 546
Sat Oct 28 21:45:01 CDT 2017 533
Sat Oct 28 22:00:01 CDT 2017 506
Sat Oct 28 22:15:01 CDT 2017 490
Sat Oct 28 22:30:01 CDT 2017 474
Sat Oct 28 22:45:01 CDT 2017 484
Sat Oct 28 23:00:01 CDT 2017 461
Sat Oct 28 23:15:01 CDT 2017 451
Sat Oct 28 23:30:01 CDT 2017 440
Sat Oct 28 23:45:01 CDT 2017 423
Sun Oct 29 00:00:01 CDT 2017 417
Sun Oct 29 00:15:01 CDT 2017 414
Sun Oct 29 00:30:01 CDT 2017 395
Sun Oct 29 00:45:01 CDT 2017 388
Sun Oct 29 01:00:01 CDT 2017 460
Sun Oct 29 01:15:01 CDT 2017 446
Sun Oct 29 01:30:01 CDT 2017 460
Sun Oct 29 01:45:01 CDT 2017 421
Sun Oct 29 02:00:01 CDT 2017 411
Sun Oct 29 02:15:01 CDT 2017 401
Sun Oct 29 02:30:01 CDT 2017 395
Sun Oct 29 02:45:01 CDT 2017 389
Sun Oct 29 03:00:01 CDT 2017 386
Sun Oct 29 03:15:01 CDT 2017 384
Sun Oct 29 03:30:01 CDT 2017 382
Sun Oct 29 03:45:01 CDT 2017 380
Sun Oct 29 04:00:01 CDT 2017 372
Sun Oct 29 04:15:01 CDT 2017 370
Sun Oct 29 04:30:01 CDT 2017 372
Sun Oct 29 04:45:01 CDT 2017 370
Sun Oct 29 05:00:01 CDT 2017 366
Sun Oct 29 05:15:01 CDT 2017 363
Sun Oct 29 05:30:01 CDT 2017 362
Sun Oct 29 05:45:01 CDT 2017 360
Sun Oct 29 06:00:01 CDT 2017 359
Sun Oct 29 06:15:01 CDT 2017 357
Sun Oct 29 06:30:01 CDT 2017 355
Sun Oct 29 06:45:01 CDT 2017 355
Sun Oct 29 07:00:01 CDT 2017 355
Sun Oct 29 07:15:01 CDT 2017 354
Sun Oct 29 07:30:01 CDT 2017 350
Sun Oct 29 07:45:01 CDT 2017 347
Sun Oct 29 08:00:01 CDT 2017 345
Sun Oct 29 08:15:01 CDT 2017 338
Sun Oct 29 08:30:01 CDT 2017 338
Sun Oct 29 08:45:01 CDT 2017 331
Sun Oct 29 09:00:01 CDT 2017 336
Sun Oct 29 09:15:01 CDT 2017 334
Sun Oct 29 09:30:01 CDT 2017 330
Sun Oct 29 09:45:01 CDT 2017 390
Sun Oct 29 10:00:01 CDT 2017 390
Sun Oct 29 10:15:01 CDT 2017 414
Sun Oct 29 10:30:01 CDT 2017 337
Sun Oct 29 10:45:01 CDT 2017 345
Sun Oct 29 11:00:01 CDT 2017 320
Sun Oct 29 11:15:01 CDT 2017 319
Sun Oct 29 11:30:01 CDT 2017 318
Sun Oct 29 11:45:01 CDT 2017 317
Sun Oct 29 12:00:01 CDT 2017 501
Sun Oct 29 12:15:01 CDT 2017 440
Sun Oct 29 12:30:01 CDT 2017 429
Sun Oct 29 12:45:01 CDT 2017 414
Sun Oct 29 13:00:01 CDT 2017 414
Sun Oct 29 13:15:01 CDT 2017 478
Sun Oct 29 13:30:01 CDT 2017 539
Sun Oct 29 13:45:01 CDT 2017 527
Sun Oct 29 14:00:01 CDT 2017 517
Sun Oct 29 14:15:01 CDT 2017 507
Sun Oct 29 14:30:01 CDT 2017 501
Sun Oct 29 14:45:01 CDT 2017 530
Sun Oct 29 15:00:01 CDT 2017 504
Sun Oct 29 15:15:01 CDT 2017 575
Sun Oct 29 15:30:01 CDT 2017 595
Sun Oct 29 15:45:01 CDT 2017 513
Sun Oct 29 16:00:01 CDT 2017 507
Sun Oct 29 16:15:01 CDT 2017 502
Sun Oct 29 16:30:01 CDT 2017 502
Sun Oct 29 16:45:01 CDT 2017 586
Sun Oct 29 17:00:01 CDT 2017 629
Sun Oct 29 17:15:01 CDT 2017 595
Sun Oct 29 17:30:01 CDT 2017 570
Sun Oct 29 17:45:01 CDT 2017 562
Sun Oct 29 18:00:01 CDT 2017 560
Sun Oct 29 18:15:01 CDT 2017 550
Sun Oct 29 18:30:01 CDT 2017 584
Sun Oct 29 18:45:01 CDT 2017 659
Sun Oct 29 19:00:01 CDT 2017 663
Sun Oct 29 19:15:02 CDT 2017 668
Sun Oct 29 19:30:01 CDT 2017 665
Sun Oct 29 19:45:01 CDT 2017 663
Sun Oct 29 20:00:01 CDT 2017 660
Sun Oct 29 20:15:01 CDT 2017 663
Sun Oct 29 20:30:01 CDT 2017 715
Sun Oct 29 20:45:01 CDT 2017 580
Sun Oct 29 21:00:01 CDT 2017 569
Sun Oct 29 21:15:01 CDT 2017 589
Sun Oct 29 21:30:01 CDT 2017 584
Sun Oct 29 21:45:01 CDT 2017 551
Sun Oct 29 22:00:01 CDT 2017 571
Sun Oct 29 22:15:01 CDT 2017 562
Sun Oct 29 22:30:01 CDT 2017 556
Sun Oct 29 22:45:01 CDT 2017 576
Sun Oct 29 23:00:02 CDT 2017 560
Sun Oct 29 23:15:01 CDT 2017 648
Sun Oct 29 23:30:01 CDT 2017 620
Sun Oct 29 23:45:01 CDT 2017 609
Mon Oct 30 00:00:01 CDT 2017 609
Mon Oct 30 00:15:01 CDT 2017 574
Mon Oct 30 00:30:01 CDT 2017 596
Mon Oct 30 00:45:01 CDT 2017 563
Mon Oct 30 01:00:01 CDT 2017 547
Mon Oct 30 01:15:01 CDT 2017 538
Mon Oct 30 01:30:02 CDT 2017 531
Mon Oct 30 01:45:01 CDT 2017 525
Mon Oct 30 02:00:01 CDT 2017 514
Mon Oct 30 02:15:01 CDT 2017 514
Mon Oct 30 02:30:01 CDT 2017 508
Mon Oct 30 02:45:01 CDT 2017 499
Mon Oct 30 03:00:01 CDT 2017 465
Mon Oct 30 03:15:01 CDT 2017 436
Mon Oct 30 03:30:01 CDT 2017 426
Mon Oct 30 03:45:01 CDT 2017 420
Mon Oct 30 04:00:01 CDT 2017 418
Mon Oct 30 04:15:01 CDT 2017 436
Mon Oct 30 04:30:01 CDT 2017 433
Mon Oct 30 04:45:02 CDT 2017 427
Mon Oct 30 05:00:01 CDT 2017 421
Mon Oct 30 05:15:01 CDT 2017 413
Mon Oct 30 05:30:01 CDT 2017 399
Mon Oct 30 05:45:01 CDT 2017 398
Mon Oct 30 06:00:01 CDT 2017 398
Mon Oct 30 06:15:01 CDT 2017 397
Mon Oct 30 06:30:01 CDT 2017 393
Mon Oct 30 06:45:01 CDT 2017 394
Mon Oct 30 07:00:01 CDT 2017 394
Mon Oct 30 07:15:01 CDT 2017 392
Mon Oct 30 07:30:01 CDT 2017 392
Mon Oct 30 07:45:01 CDT 2017 396
Mon Oct 30 08:00:02 CDT 2017 413
Mon Oct 30 08:15:01 CDT 2017 423
Mon Oct 30 08:30:01 CDT 2017 422
Mon Oct 30 08:45:01 CDT 2017 452
Mon Oct 30 09:00:01 CDT 2017 622
Mon Oct 30 09:15:01 CDT 2017 917
Mon Oct 30 09:30:01 CDT 2017 864
Mon Oct 30 09:45:01 CDT 2017 851
Mon Oct 30 10:00:01 CDT 2017 850
Mon Oct 30 10:15:01 CDT 2017 836
Mon Oct 30 10:30:01 CDT 2017 822
Mon Oct 30 10:45:01 CDT 2017 818
Mon Oct 30 11:00:01 CDT 2017 798
Mon Oct 30 11:15:01 CDT 2017 969
Mon Oct 30 11:30:01 CDT 2017 1183
Mon Oct 30 11:45:01 CDT 2017 1157
Mon Oct 30 12:00:01 CDT 2017 1193
Mon Oct 30 12:15:01 CDT 2017 1186
Mon Oct 30 12:30:01 CDT 2017 1141
Mon Oct 30 12:45:01 CDT 2017 1059
Mon Oct 30 13:00:01 CDT 2017 971
Mon Oct 30 13:15:01 CDT 2017 960
Mon Oct 30 13:30:01 CDT 2017 964
Mon Oct 30 13:45:01 CDT 2017 949
Mon Oct 30 14:00:01 CDT 2017 964
Mon Oct 30 14:15:01 CDT 2017 931
Mon Oct 30 14:30:02 CDT 2017 918
Mon Oct 30 14:45:01 CDT 2017 881
Mon Oct 30 15:00:01 CDT 2017 982
Mon Oct 30 15:15:01 CDT 2017 1106
Mon Oct 30 15:30:01 CDT 2017 1081
Mon Oct 30 15:45:01 CDT 2017 1122
Mon Oct 30 16:00:01 CDT 2017 1124
Mon Oct 30 16:15:01 CDT 2017 1172
Mon Oct 30 16:30:01 CDT 2017 1170
Mon Oct 30 16:45:01 CDT 2017 1201
Mon Oct 30 17:00:01 CDT 2017 1180
Mon Oct 30 17:15:01 CDT 2017 1288
Mon Oct 30 17:30:01 CDT 2017 1239
Mon Oct 30 17:45:01 CDT 2017 1235
Mon Oct 30 18:00:01 CDT 2017 1084
Mon Oct 30 18:15:01 CDT 2017 1053
Mon Oct 30 18:30:01 CDT 2017 665
Mon Oct 30 18:45:01 CDT 2017 694
Mon Oct 30 19:00:01 CDT 2017 638
Mon Oct 30 19:15:01 CDT 2017 688
Mon Oct 30 19:30:01 CDT 2017 761
Mon Oct 30 19:45:01 CDT 2017 670
Mon Oct 30 20:00:01 CDT 2017 668
Mon Oct 30 20:15:01 CDT 2017 712
Mon Oct 30 20:30:01 CDT 2017 650
Mon Oct 30 20:45:01 CDT 2017 617
Mon Oct 30 21:00:01 CDT 2017 619
Mon Oct 30 21:15:01 CDT 2017 634
Mon Oct 30 21:30:01 CDT 2017 622
Mon Oct 30 21:45:01 CDT 2017 620
Mon Oct 30 22:00:01 CDT 2017 625
Mon Oct 30 22:15:01 CDT 2017 624
Mon Oct 30 22:30:01 CDT 2017 629
Mon Oct 30 22:45:01 CDT 2017 610
Mon Oct 30 23:00:01 CDT 2017 713
Mon Oct 30 23:15:01 CDT 2017 750
Mon Oct 30 23:30:01 CDT 2017 717
Mon Oct 30 23:45:01 CDT 2017 800
Tue Oct 31 00:00:01 CDT 2017 793
Tue Oct 31 00:15:01 CDT 2017 815
Tue Oct 31 00:30:01 CDT 2017 823
Tue Oct 31 00:45:01 CDT 2017 797
Tue Oct 31 01:00:01 CDT 2017 790
Tue Oct 31 01:15:01 CDT 2017 775
Tue Oct 31 01:30:01 CDT 2017 772
Tue Oct 31 01:45:01 CDT 2017 769
Tue Oct 31 02:00:01 CDT 2017 766
Tue Oct 31 02:15:01 CDT 2017 731
Tue Oct 31 02:30:01 CDT 2017 746
Tue Oct 31 02:45:01 CDT 2017 746
Tue Oct 31 03:00:01 CDT 2017 661
Tue Oct 31 03:15:01 CDT 2017 737
Tue Oct 31 03:30:01 CDT 2017 731
Tue Oct 31 03:45:01 CDT 2017 665
Tue Oct 31 04:00:01 CDT 2017 662
Tue Oct 31 04:15:01 CDT 2017 656
Tue Oct 31 04:30:01 CDT 2017 642
Tue Oct 31 04:45:01 CDT 2017 650
Tue Oct 31 05:00:01 CDT 2017 646
Tue Oct 31 05:15:01 CDT 2017 642
Tue Oct 31 05:30:01 CDT 2017 636
Tue Oct 31 05:45:01 CDT 2017 625
Tue Oct 31 06:00:01 CDT 2017 614
Tue Oct 31 06:15:01 CDT 2017 602
Tue Oct 31 06:30:01 CDT 2017 600
Tue Oct 31 06:45:01 CDT 2017 595
